fiware_servicepath,device_status,battery_voltage,entity_type,time_index,co2,temperature,humidity,entity_id,presence,fecha_hora
/rabanales,0.0,3.28,airsense,1620891525000,487.0,17.78,66.17,atd-airsense006,0.0,2021-05-13 07:38:45
/rabanales,0.0,3.21,airsense,1620891678000,488.0,19.55,49.69,atd-airsense007,0.0,2021-05-13 07:41:18
/rabanales,0.0,3.28,airsense,1620892425000,468.0,17.85,65.61,atd-airsense006,0.0,2021-05-13 07:53:45
/rabanales,0.0,3.2,airsense,1620884684000,477.0,15.91,62.67,atd-airsense002,0.0,2021-05-13 05:44:44
/rabanales,0.0,3.28,airsense,1620887925000,510.0,17.56,63.61,atd-airsense006,0.0,2021-05-13 06:38:45
/rabanales,0.0,3.21,airsense,1620890959000,492.0,16.93,61.76,atd-airsense009,0.0,2021-05-13 07:29:19
/rabanales,0.0,3.21,airsense,1620889159000,472.0,16.49,61.51,atd-airsense009,0.0,2021-05-13 06:59:19
/rabanales,0.0,3.2,airsense,1620890084000,474.0,16.23,63.43,atd-airsense002,0.0,2021-05-13 07:14:44
/rabanales,0.0,3.2,airsense,1620890984000,481.0,16.31,65.01,atd-airsense002,0.0,2021-05-13 07:29:44
/rabanales,0.0,3.22,airsense,1620897078000,474.0,21.31,44.45,atd-airsense007,0.0,2021-05-13 09:11:18
/rabanales,0.0,3.29,airsense,1620898725000,466.0,18.64,53.12,atd-airsense006,0.0,2021-05-13 09:38:45
/rabanales,0.0,3.22,airsense,1620893659000,466.0,17.54,61.72,atd-airsense009,0.0,2021-05-13 08:14:19
/rabanales,0.0,3.21,airsense,1620894378000,487.0,20.36,48.28,atd-airsense007,0.0,2021-05-13 08:26:18
/rabanales,0.0,3.22,airsense,1620894559000,480.0,17.74,58.35,atd-airsense009,0.0,2021-05-13 08:29:19
/rabanales,0.0,3.28,airsense,1620896025000,484.0,18.1,60.61,atd-airsense006,0.0,2021-05-13 08:53:45
/rabanales,0.0,3.2,airsense,1620898183000,452.0,17.95,57.06,atd-airsense002,0.0,2021-05-13 09:29:43
/rabanales,0.0,3.23,airsense,1620899959000,460.0,20.29,47.81,atd-airsense009,0.0,2021-05-13 09:59:19
/rabanales,0.0,3.2,airsense,1620895483000,459.0,17.3,62.86,atd-airsense002,0.0,2021-05-13 08:44:43
/rabanales,0.0,3.25,airsense,1620922459000,492.0,23.63,45.43,atd-airsense009,0.0,2021-05-13 16:14:19
/rabanales,0.0,3.22,airsense,1620920683000,457.0,20.61,68.85,atd-airsense002,0.0,2021-05-13 15:44:43
/rabanales,0.0,3.25,airsense,1620921378000,443.0,25.84,37.34,atd-airsense007,0.0,2021-05-13 15:56:18
/rabanales,0.0,3.22,airsense,1620921583000,459.0,20.48,65.67,atd-airsense002,0.0,2021-05-13 15:59:43
/rabanales,0.0,3.23,airsense,1620923383000,505.0,22.37,49.21,atd-airsense002,0.0,2021-05-13 16:29:43
/rabanales,0.0,3.24,airsense,1620924283000,477.0,23.12,43.89,atd-airsense002,0.0,2021-05-13 16:44:43
/rabanales,0.0,3.25,airsense,1620925878000,438.0,26.01,36.33,atd-airsense007,0.0,2021-05-13 17:11:18
/rabanales,0.0,3.3,airsense,1620921224000,492.0,20.1,52.15,atd-airsense006,0.0,2021-05-13 15:53:44
/rabanales,0.0,3.26,airsense,1620924259000,469.0,24.26,42.2,atd-airsense009,0.0,2021-05-13 16:44:19
/rabanales,0.0,3.36,airsense,1620931871000,884.0,23.72,48.04,atd-airsense003,0.0,2021-05-13 18:51:11
/rabanales,0.0,3.24,airsense,1620932382000,482.0,22.77,45.86,atd-airsense002,0.0,2021-05-13 18:59:42
/rabanales,0.0,3.36,airsense,1620932771000,895.0,23.67,48.42,atd-airsense003,0.0,2021-05-13 19:06:11
/rabanales,0.0,3.27,airsense,1620934159000,486.0,23.48,44.49,atd-airsense009,0.0,2021-05-13 19:29:19
/rabanales,0.0,3.42,airsense,1620934553000,461.0,25.17,42.04,atd-airsense004,0.0,2021-05-13 19:35:53
/rabanales,0.0,3.31,airsense,1620932024000,492.0,21.71,49.63,atd-airsense006,0.0,2021-05-13 18:53:44
/rabanales,0.0,3.25,airsense,1620932178000,432.0,25.2,38.88,atd-airsense007,0.0,2021-05-13 18:56:18
/rabanales,0.0,3.24,airsense,1620933282000,469.0,22.61,46.96,atd-airsense002,0.0,2021-05-13 19:14:42
/rabanales,0.0,3.25,airsense,1620934182000,481.0,22.4,47.18,atd-airsense002,0.0,2021-05-13 19:29:42
/rabanales,0.0,3.28,airsense,1620941024000,537.0,21.01,56.25,atd-airsense006,0.0,2021-05-13 21:23:44
/rabanales,0.0,3.25,airsense,1620937759000,478.0,22.46,53.74,atd-airsense009,0.0,2021-05-13 20:29:19
/rabanales,0.0,3.23,airsense,1620938555000,636.0,22.88,48.05,atd-airsense010,0.0,2021-05-13 20:42:35
/rabanales,0.0,3.31,airsense,1620939077000,439.0,23.34,46.15,atd-airsense008,0.0,2021-05-13 20:51:17
/rabanales,0.0,3.46,airsense,1620940026000,424.0,22.92,46.97,atd-airsense005,0.0,2021-05-13 21:07:06
/rabanales,0.0,3.25,airsense,1620940278000,504.0,24.59,42.63,atd-airsense007,0.0,2021-05-13 21:11:18
/rabanales,0.0,3.25,airsense,1620938659000,463.0,22.11,54.55,atd-airsense009,0.0,2021-05-13 20:44:19
/rabanales,0.0,3.3,airsense,1620939224000,551.0,20.91,54.38,atd-airsense006,0.0,2021-05-13 20:53:44
/rabanales,0.0,3.23,airsense,1620939582000,442.0,21.46,51.5,atd-airsense002,0.0,2021-05-13 20:59:42
/rabanales,0.0,3.28,airsense,1620944624000,479.0,20.73,59.26,atd-airsense006,0.0,2021-05-13 22:23:44
/rabanales,0.0,3.23,airsense,1620944855000,645.0,21.93,54.12,atd-airsense010,0.0,2021-05-13 22:27:35
/rabanales,0.0,3.44,airsense,1620945371000,427.0,22.22,50.58,atd-airsense003,0.0,2021-05-13 22:36:11
/rabanales,0.0,3.45,airsense,1620945426000,438.0,22.07,51.03,atd-airsense005,0.0,2021-05-13 22:37:06
/rabanales,0.0,3.34,airsense,1620947177000,426.0,22.21,50.26,atd-airsense008,0.0,2021-05-13 23:06:17
/rabanales,0.0,3.28,airsense,1620947324000,455.0,20.54,57.33,atd-airsense006,0.0,2021-05-13 23:08:44
/rabanales,0.0,3.34,airsense,1620948077000,441.0,22.02,51.54,atd-airsense008,0.0,2021-05-13 23:21:17
/rabanales,0.0,3.24,airsense,1620943878000,447.0,23.62,44.74,atd-airsense007,0.0,2021-05-13 22:11:18
/rabanales,0.0,3.23,airsense,1620946577000,456.0,23.51,45.63,atd-airsense007,0.0,2021-05-13 22:56:17
/rabanales,0.0,3.34,airsense,1620951677000,443.0,21.33,54.48,atd-airsense008,0.0,2021-05-14 00:21:17
/rabanales,0.0,3.23,airsense,1620952158000,451.0,20.29,57.27,atd-airsense009,0.0,2021-05-14 00:29:18
/rabanales,0.0,3.22,airsense,1620952955000,635.0,20.67,57.0,atd-airsense010,0.0,2021-05-14 00:42:35
/rabanales,0.0,3.44,airsense,1620953471000,439.0,20.98,54.32,atd-airsense003,0.0,2021-05-14 00:51:11
/rabanales,0.0,3.23,airsense,1620953777000,532.0,23.26,48.28,atd-airsense007,0.0,2021-05-14 00:56:17
/rabanales,0.0,3.22,airsense,1620953982000,454.0,19.61,59.36,atd-airsense002,0.0,2021-05-14 00:59:42
/rabanales,0.0,3.22,airsense,1620953082000,457.0,19.71,58.5,atd-airsense002,0.0,2021-05-14 00:44:42
/rabanales,0.0,3.27,airsense,1620953624000,462.0,20.3,58.04,atd-airsense006,0.0,2021-05-14 00:53:44
/rabanales,0.0,3.22,airsense,1620953855000,634.0,20.52,57.92,atd-airsense010,0.0,2021-05-14 00:57:35
/rabanales,0.0,3.43,airsense,1620957071000,448.0,20.15,60.11,atd-airsense003,0.0,2021-05-14 01:51:11
/rabanales,0.0,3.23,airsense,1620957377000,556.0,23.04,49.29,atd-airsense007,0.0,2021-05-14 01:56:17
/rabanales,0.0,3.22,airsense,1620957455000,636.0,19.75,61.94,atd-airsense010,0.0,2021-05-14 01:57:35
/rabanales,0.0,3.43,airsense,1620957971000,442.0,20.01,57.51,atd-airsense003,0.0,2021-05-14 02:06:11
/rabanales,0.0,3.22,airsense,1620958355000,639.0,19.65,58.37,atd-airsense010,0.0,2021-05-14 02:12:35
/rabanales,0.0,3.37,airsense,1620958853000,422.0,19.87,54.14,atd-airsense004,0.0,2021-05-14 02:20:53
/rabanales,0.0,3.23,airsense,1620956477000,536.0,23.0,48.78,atd-airsense007,0.0,2021-05-14 01:41:17
/rabanales,0.0,3.22,airsense,1620956555000,640.0,19.85,60.26,atd-airsense010,0.0,2021-05-14 01:42:35
/rabanales,0.0,3.27,airsense,1620957224000,482.0,19.93,59.47,atd-airsense006,0.0,2021-05-14 01:53:44
/rabanales,0.0,3.21,airsense,1620969281000,449.0,17.66,58.65,atd-airsense002,0.0,2021-05-14 05:14:41
/rabanales,0.0,3.43,airsense,1620969726000,448.0,18.52,56.86,atd-airsense005,0.0,2021-05-14 05:22:06
/rabanales,0.0,3.33,airsense,1620971476000,435.0,18.55,57.86,atd-airsense008,0.0,2021-05-14 05:51:16
/rabanales,0.0,3.42,airsense,1620972371000,435.0,18.66,56.98,atd-airsense003,0.0,2021-05-14 06:06:11
/rabanales,0.0,3.21,airsense,1620968381000,440.0,17.87,58.87,atd-airsense002,0.0,2021-05-14 04:59:41
/rabanales,0.0,3.22,airsense,1620969077000,526.0,22.37,48.1,atd-airsense007,0.0,2021-05-14 05:11:17
/rabanales,0.0,3.22,airsense,1620969258000,450.0,18.53,57.87,atd-airsense009,0.0,2021-05-14 05:14:18
/rabanales,0.0,3.37,airsense,1620971453000,437.0,18.5,57.98,atd-airsense004,0.0,2021-05-14 05:50:53
/rabanales,0.0,3.2,airsense,1620971855000,636.0,18.3,59.77,atd-airsense010,0.0,2021-05-14 05:57:35
/rabanales,0.0,3.42,airsense,1620975971000,436.0,19.23,52.97,atd-airsense003,0.0,2021-05-14 07:06:11
/rabanales,0.0,3.43,airsense,1620976026000,449.0,19.13,52.72,atd-airsense005,0.0,2021-05-14 07:07:06
/rabanales,0.0,3.22,airsense,1620976277000,534.0,22.72,48.26,atd-airsense007,0.0,2021-05-14 07:11:17
/rabanales,0.0,3.37,airsense,1620976852000,425.0,19.48,52.72,atd-airsense004,0.0,2021-05-14 07:20:52
/rabanales,0.0,3.37,airsense,1620977752000,432.0,19.86,50.53,atd-airsense004,0.0,2021-05-14 07:35:52
/rabanales,0.0,3.43,airsense,1620977771000,431.0,19.97,49.74,atd-airsense003,0.0,2021-05-14 07:36:11
/rabanales,0.0,3.37,airsense,1620978652000,442.0,20.78,48.54,atd-airsense004,0.0,2021-05-14 07:50:52
/rabanales,0.0,3.43,airsense,1620978671000,433.0,20.96,48.27,atd-airsense003,0.0,2021-05-14 07:51:11
/rabanales,0.0,3.33,airsense,1620976876000,440.0,19.76,52.37,atd-airsense008,0.0,2021-05-14 07:21:16
/rabanales,0.0,3.39,airsense,1620984952000,427.0,22.54,43.74,atd-airsense004,0.0,2021-05-14 09:35:52
/rabanales,0.0,3.45,airsense,1620984971000,434.0,22.28,44.37,atd-airsense003,0.0,2021-05-14 09:36:11
/rabanales,0.0,3.46,airsense,1620985025000,446.0,22.57,43.27,atd-airsense005,0.0,2021-05-14 09:37:05
/rabanales,0.0,3.27,airsense,1620986023000,465.0,19.71,53.66,atd-airsense006,0.0,2021-05-14 09:53:43
/rabanales,0.0,3.23,airsense,1620986358000,462.0,20.87,50.28,atd-airsense009,0.0,2021-05-14 09:59:18
/rabanales,0.0,3.39,airsense,1620987652000,426.0,22.66,43.23,atd-airsense004,0.0,2021-05-14 10:20:52
/rabanales,0.0,3.27,airsense,1620987823000,468.0,19.99,52.84,atd-airsense006,0.0,2021-05-14 10:23:43
/rabanales,0.0,3.24,airsense,1620984377000,506.0,24.65,42.34,atd-airsense007,0.0,2021-05-14 09:26:17
/rabanales,0.0,3.39,airsense,1620985852000,436.0,22.63,43.39,atd-airsense004,0.0,2021-05-14 09:50:52
/rabanales,0.0,3.47,airsense,1620992225000,444.0,23.45,41.42,atd-airsense005,0.0,2021-05-14 11:37:05
/rabanales,0.0,3.25,airsense,1620992658000,469.0,23.04,45.11,atd-airsense009,0.0,2021-05-14 11:44:18
/rabanales,0.0,3.25,airsense,1620992681000,438.0,22.17,46.49,atd-airsense002,0.0,2021-05-14 11:44:41
/rabanales,0.0,3.25,airsense,1620993454000,624.0,23.48,44.14,atd-airsense010,0.0,2021-05-14 11:57:34
/rabanales,0.0,3.39,airsense,1620993952000,437.0,23.69,42.58,atd-airsense004,0.0,2021-05-14 12:05:52
/rabanales,0.0,3.45,airsense,1620993971000,426.0,23.42,43.39,atd-airsense003,0.0,2021-05-14 12:06:11
/rabanales,0.0,3.47,airsense,1620994025000,432.0,23.78,41.96,atd-airsense005,0.0,2021-05-14 12:07:05
/rabanales,0.0,3.35,airsense,1620993076000,431.0,23.43,43.99,atd-airsense008,0.0,2021-05-14 11:51:16
/rabanales,0.0,3.25,airsense,1620991758000,460.0,22.72,46.42,atd-airsense009,0.0,2021-05-14 11:29:18
/rabanales,0.0,3.28,airsense,1620998623000,451.0,20.71,52.26,atd-airsense006,0.0,2021-05-14 13:23:43
/rabanales,0.0,3.45,airsense,1620999371000,431.0,24.13,41.01,atd-airsense003,0.0,2021-05-14 13:36:11
/rabanales,0.0,3.25,airsense,1620999754000,597.0,24.22,41.58,atd-airsense010,0.0,2021-05-14 13:42:34
/rabanales,0.0,3.23,airsense,1620999881000,453.0,21.51,58.15,atd-airsense002,0.0,2021-05-14 13:44:41
/rabanales,0.0,3.35,airsense,1621000276000,418.0,24.64,39.39,atd-airsense008,0.0,2021-05-14 13:51:16
/rabanales,0.0,3.28,airsense,1621000423000,456.0,20.78,52.12,atd-airsense006,0.0,2021-05-14 13:53:43
/rabanales,0.0,3.25,airsense,1620999677000,623.0,26.65,39.8,atd-airsense007,0.0,2021-05-14 13:41:17
/rabanales,0.0,3.4,airsense,1621000252000,423.0,24.27,39.93,atd-airsense004,0.0,2021-05-14 13:50:52
/rabanales,0.0,3.45,airsense,1621000270000,405.0,24.22,40.3,atd-airsense003,0.0,2021-05-14 13:51:10
/rabanales,0.0,3.46,airsense,1621004770000,418.0,24.83,37.13,atd-airsense003,0.0,2021-05-14 15:06:10
/rabanales,0.0,3.48,airsense,1621005725000,411.0,25.07,36.12,atd-airsense005,0.0,2021-05-14 15:22:05
/rabanales,0.0,3.46,airsense,1621006570000,428.0,25.13,35.95,atd-airsense003,0.0,2021-05-14 15:36:10
/rabanales,0.0,3.35,airsense,1621006576000,419.0,25.91,33.93,atd-airsense008,0.0,2021-05-14 15:36:16
/rabanales,0.0,3.28,airsense,1621006723000,453.0,20.87,49.51,atd-airsense006,0.0,2021-05-14 15:38:43
/rabanales,0.0,3.36,airsense,1621007476000,434.0,25.83,33.21,atd-airsense008,0.0,2021-05-14 15:51:16
/rabanales,0.0,3.28,airsense,1621007623000,463.0,21.01,47.65,atd-airsense006,0.0,2021-05-14 15:53:43
/rabanales,0.0,3.35,airsense,1621003876000,423.0,25.46,36.75,atd-airsense008,0.0,2021-05-14 14:51:16
/rabanales,0.0,3.4,airsense,1621005652000,427.0,24.91,37.06,atd-airsense004,0.0,2021-05-14 15:20:52
/rabanales,0.0,3.48,airsense,1621009325000,425.0,25.42,31.66,atd-airsense005,0.0,2021-05-14 16:22:05
/rabanales,0.0,3.28,airsense,1621009423000,433.0,22.37,38.44,atd-airsense006,0.0,2021-05-14 16:23:43
/rabanales,0.0,3.25,airsense,1621009577000,503.0,26.08,39.76,atd-airsense007,0.0,2021-05-14 16:26:17
/rabanales,0.0,3.29,airsense,1621010323000,484.0,22.63,39.63,atd-airsense006,0.0,2021-05-14 16:38:43
/rabanales,0.0,3.24,airsense,1621012480000,499.0,23.21,37.41,atd-airsense002,0.0,2021-05-14 17:14:40
/rabanales,0.0,3.25,airsense,1621009757000,500.0,24.05,40.43,atd-airsense009,0.0,2021-05-14 16:29:17
/rabanales,0.0,3.25,airsense,1621010657000,522.0,24.28,39.85,atd-airsense009,0.0,2021-05-14 16:44:17
/rabanales,0.0,3.4,airsense,1621012852000,409.0,25.45,28.21,atd-airsense004,0.0,2021-05-14 17:20:52
/rabanales,0.0,3.36,airsense,1621011976000,417.0,26.16,26.82,atd-airsense008,0.0,2021-05-14 17:06:16
/rabanales,0.0,3.48,airsense,1621016525000,465.0,24.95,30.53,atd-airsense005,0.0,2021-05-14 18:22:05
/rabanales,0.0,3.25,airsense,1621016776000,454.0,25.81,29.34,atd-airsense007,0.0,2021-05-14 18:26:16
/rabanales,0.0,3.46,airsense,1621018270000,439.0,24.87,31.28,atd-airsense003,0.0,2021-05-14 18:51:10
/rabanales,0.0,3.25,airsense,1621018576000,501.0,25.83,30.41,atd-airsense007,0.0,2021-05-14 18:56:16
/rabanales,0.0,3.35,airsense,1621019176000,411.0,25.06,30.07,atd-airsense008,0.0,2021-05-14 19:06:16
/rabanales,0.0,3.39,airsense,1621017352000,434.0,24.86,30.49,atd-airsense004,0.0,2021-05-14 18:35:52
/rabanales,0.0,3.48,airsense,1621017425000,430.0,24.75,30.5,atd-airsense005,0.0,2021-05-14 18:37:05
/rabanales,0.0,3.24,airsense,1621017880000,560.0,22.95,37.54,atd-airsense002,0.0,2021-05-14 18:44:40
/rabanales,0.0,3.39,airsense,1621019152000,430.0,24.53,30.99,atd-airsense004,0.0,2021-05-14 19:05:52
/rabanales,0.0,3.47,airsense,1621022825000,444.0,23.93,30.73,atd-airsense005,0.0,2021-05-14 20:07:05
/rabanales,0.0,3.29,airsense,1621022922000,519.0,21.79,39.34,atd-airsense006,0.0,2021-05-14 20:08:42
/rabanales,0.0,3.29,airsense,1621023822000,557.0,21.68,43.15,atd-airsense006,0.0,2021-05-14 20:23:42
/rabanales,0.0,3.46,airsense,1621025470000,436.0,23.49,36.61,atd-airsense003,0.0,2021-05-14 20:51:10
/rabanales,0.0,3.35,airsense,1621023676000,438.0,24.4,30.94,atd-airsense008,0.0,2021-05-14 20:21:16
/rabanales,0.0,3.47,airsense,1621024625000,461.0,23.54,35.67,atd-airsense005,0.0,2021-05-14 20:37:05
/rabanales,0.0,3.25,airsense,1621024953000,645.0,23.32,39.35,atd-airsense010,0.0,2021-05-14 20:42:33
/rabanales,0.0,3.47,airsense,1621025525000,459.0,23.3,37.14,atd-airsense005,0.0,2021-05-14 20:52:05
/rabanales,0.0,3.34,airsense,1621025476000,437.0,23.7,36.44,atd-airsense008,0.0,2021-05-14 20:51:16
/rabanales,0.0,3.25,airsense,1621029557000,476.0,21.52,45.13,atd-airsense009,0.0,2021-05-14 21:59:17
/rabanales,0.0,3.23,airsense,1621029580000,456.0,20.86,52.26,atd-airsense002,0.0,2021-05-14 21:59:40
/rabanales,0.0,3.46,airsense,1621030025000,462.0,22.35,38.29,atd-airsense005,0.0,2021-05-14 22:07:05
/rabanales,0.0,3.24,airsense,1621030276000,563.0,24.52,36.16,atd-airsense007,0.0,2021-05-14 22:11:16
/rabanales,0.0,3.28,airsense,1621031022000,486.0,20.85,62.24,atd-airsense006,0.0,2021-05-14 22:23:42
/rabanales,0.0,3.37,airsense,1621031751000,462.0,22.07,41.21,atd-airsense004,0.0,2021-05-14 22:35:51
/rabanales,0.0,3.23,airsense,1621032976000,511.0,23.52,39.09,atd-airsense007,0.0,2021-05-14 22:56:16
/rabanales,0.0,3.28,airsense,1621032822000,481.0,20.51,57.6,atd-airsense006,0.0,2021-05-14 22:53:42
/rabanales,0.0,3.24,airsense,1621033053000,680.0,21.32,45.68,atd-airsense010,0.0,2021-05-14 22:57:33
/rabanales,0.0,3.33,airsense,1621033576000,449.0,21.85,41.72,atd-airsense008,0.0,2021-05-14 23:06:16
/rabanales,0.0,3.24,airsense,1621033953000,658.0,21.27,43.73,atd-airsense010,0.0,2021-05-14 23:12:33
/rabanales,0.0,3.28,airsense,1621035522000,495.0,20.31,56.15,atd-airsense006,0.0,2021-05-14 23:38:42
/rabanales,0.0,3.23,airsense,1621035753000,654.0,20.89,47.45,atd-airsense010,0.0,2021-05-14 23:42:33
/rabanales,0.0,3.44,airsense,1621036270000,464.0,21.18,44.83,atd-airsense003,0.0,2021-05-14 23:51:10
/rabanales,0.0,3.23,airsense,1621036653000,665.0,20.72,49.65,atd-airsense010,0.0,2021-05-14 23:57:33
/rabanales,0.0,3.23,airsense,1621037476000,536.0,23.73,41.62,atd-airsense007,0.0,2021-05-15 00:11:16
/rabanales,0.0,3.22,airsense,1621037680000,492.0,19.44,51.64,atd-airsense002,0.0,2021-05-15 00:14:40
/rabanales,0.0,3.24,airsense,1621037657000,473.0,20.22,49.3,atd-airsense009,0.0,2021-05-15 00:14:17
/rabanales,0.0,3.28,airsense,1621038222000,472.0,20.03,54.34,atd-airsense006,0.0,2021-05-15 00:23:42
/rabanales,0.0,3.33,airsense,1621038975000,481.0,20.57,47.68,atd-airsense008,0.0,2021-05-15 00:36:15
/rabanales,0.0,3.23,airsense,1621040357000,478.0,19.72,50.52,atd-airsense009,0.0,2021-05-15 00:59:17
/rabanales,0.0,3.27,airsense,1621040922000,501.0,19.68,54.36,atd-airsense006,0.0,2021-05-15 01:08:42
/rabanales,0.0,3.45,airsense,1621038125000,478.0,20.6,46.23,atd-airsense005,0.0,2021-05-15 00:22:05
/rabanales,0.0,3.33,airsense,1621040775000,466.0,20.02,46.99,atd-airsense008,0.0,2021-05-15 01:06:15
/rabanales,0.0,3.45,airsense,1621040825000,465.0,19.95,46.87,atd-airsense005,0.0,2021-05-15 01:07:05
/rabanales,0.0,3.44,airsense,1621039870000,460.0,20.53,45.9,atd-airsense003,0.0,2021-05-15 00:51:10
/rabanales,0.0,3.23,airsense,1621040176000,550.0,23.52,42.2,atd-airsense007,0.0,2021-05-15 00:56:16
/rabanales,0.0,3.34,airsense,1621046151000,464.0,18.92,48.07,atd-airsense004,0.0,2021-05-15 02:35:51
/rabanales,0.0,3.44,airsense,1621046224000,474.0,18.85,48.48,atd-airsense005,0.0,2021-05-15 02:37:04
/rabanales,0.0,3.32,airsense,1621047075000,464.0,18.72,48.31,atd-airsense008,0.0,2021-05-15 02:51:15
/rabanales,0.0,3.22,airsense,1621047557000,455.0,18.74,50.98,atd-airsense009,0.0,2021-05-15 02:59:17
/rabanales,0.0,3.23,airsense,1621048353000,656.0,18.44,51.08,atd-airsense010,0.0,2021-05-15 03:12:33
/rabanales,0.0,3.23,airsense,1621045757000,481.0,18.89,51.9,atd-airsense009,0.0,2021-05-15 02:29:17
/rabanales,0.0,3.27,airsense,1621046322000,489.0,19.18,53.37,atd-airsense006,0.0,2021-05-15 02:38:42
/rabanales,0.0,3.27,airsense,1621047222000,480.0,19.15,52.66,atd-airsense006,0.0,2021-05-15 02:53:42
/rabanales,0.0,3.23,airsense,1621047376000,570.0,23.12,43.15,atd-airsense007,0.0,2021-05-15 02:56:16
/rabanales,0.0,3.33,airsense,1621052451000,467.0,18.17,51.72,atd-airsense004,0.0,2021-05-15 04:20:51
/rabanales,0.0,3.21,airsense,1621052853000,676.0,17.88,53.84,atd-airsense010,0.0,2021-05-15 04:27:33
/rabanales,0.0,3.22,airsense,1621054576000,584.0,22.77,43.77,atd-airsense007,0.0,2021-05-15 04:56:16
/rabanales,0.0,3.22,airsense,1621055476000,581.0,22.74,43.88,atd-airsense007,0.0,2021-05-15 05:11:16
/rabanales,0.0,3.21,airsense,1621056557000,513.0,17.62,55.74,atd-airsense009,0.0,2021-05-15 05:29:17
/rabanales,0.0,3.2,airsense,1621052079000,493.0,17.01,57.83,atd-airsense002,0.0,2021-05-15 04:14:39
/rabanales,0.0,3.22,airsense,1621052776000,572.0,22.87,43.32,atd-airsense007,0.0,2021-05-15 04:26:16
/rabanales,0.0,3.33,airsense,1621053351000,466.0,17.9,52.08,atd-airsense004,0.0,2021-05-15 04:35:51
/rabanales,0.0,3.21,airsense,1621051953000,653.0,18.06,53.0,atd-airsense010,0.0,2021-05-15 04:12:33
/rabanales,0.0,3.43,airsense,1621059724000,472.0,17.64,52.74,atd-airsense005,0.0,2021-05-15 06:22:04
/rabanales,0.0,3.22,airsense,1621059976000,581.0,22.58,44.43,atd-airsense007,0.0,2021-05-15 06:26:16
/rabanales,0.0,3.31,airsense,1621060575000,471.0,18.19,53.94,atd-airsense008,0.0,2021-05-15 06:36:15
/rabanales,0.0,3.22,airsense,1621060876000,585.0,22.69,44.81,atd-airsense007,0.0,2021-05-15 06:41:16
/rabanales,0.0,3.21,airsense,1621062753000,663.0,18.79,53.63,atd-airsense010,0.0,2021-05-15 07:12:33
/rabanales,0.0,3.21,airsense,1621064553000,656.0,19.82,50.58,atd-airsense010,0.0,2021-05-15 07:42:33
/rabanales,0.0,3.31,airsense,1621059675000,477.0,17.68,53.21,atd-airsense008,0.0,2021-05-15 06:21:15
/rabanales,0.0,3.43,airsense,1621060624000,482.0,17.9,55.05,atd-airsense005,0.0,2021-05-15 06:37:04
/rabanales,0.0,3.21,airsense,1621063757000,475.0,18.09,55.3,atd-airsense009,0.0,2021-05-15 07:29:17
/rabanales,0.0,3.37,airsense,1621067751000,452.0,24.27,38.81,atd-airsense004,0.0,2021-05-15 08:35:51
/rabanales,0.0,3.25,airsense,1621068152000,644.0,26.39,37.33,atd-airsense010,0.0,2021-05-15 08:42:32
/rabanales,0.0,3.27,airsense,1621068821000,503.0,19.14,59.41,atd-airsense006,0.0,2021-05-15 08:53:41
/rabanales,0.0,3.25,airsense,1621069052000,639.0,27.24,36.27,atd-airsense010,0.0,2021-05-15 08:57:32
/rabanales,0.0,3.46,airsense,1621069570000,444.0,27.17,33.85,atd-airsense003,0.0,2021-05-15 09:06:10
/rabanales,0.0,3.39,airsense,1621070451000,431.0,28.56,32.61,atd-airsense004,0.0,2021-05-15 09:20:51
/rabanales,0.0,3.27,airsense,1621070621000,557.0,19.53,56.91,atd-airsense006,0.0,2021-05-15 09:23:41
/rabanales,0.0,3.23,airsense,1621070956000,503.0,20.49,55.83,atd-airsense009,0.0,2021-05-15 09:29:16
/rabanales,0.0,3.34,airsense,1621067775000,458.0,25.02,37.4,atd-airsense008,0.0,2021-05-15 08:36:15
/rabanales,0.0,3.39,airsense,1621076751000,441.0,28.04,30.56,atd-airsense004,0.0,2021-05-15 11:05:51
/rabanales,0.0,3.29,airsense,1621076921000,484.0,22.74,44.46,atd-airsense006,0.0,2021-05-15 11:08:41
/rabanales,0.0,3.38,airsense,1621077651000,425.0,27.96,32.26,atd-airsense004,0.0,2021-05-15 11:20:51
/rabanales,0.0,3.26,airsense,1621078156000,543.0,25.32,42.03,atd-airsense009,0.0,2021-05-15 11:29:16
/rabanales,0.0,3.3,airsense,1621076252000,593.0,29.31,30.56,atd-airsense010,0.0,2021-05-15 10:57:32
/rabanales,0.0,3.29,airsense,1621077152000,594.0,28.7,31.44,atd-airsense010,0.0,2021-05-15 11:12:32
/rabanales,0.0,3.25,airsense,1621077976000,460.0,25.85,35.97,atd-airsense007,0.0,2021-05-15 11:26:16
/rabanales,0.0,3.5,airsense,1621078624000,429.0,27.91,32.37,atd-airsense005,0.0,2021-05-15 11:37:04
/rabanales,0.0,3.25,airsense,1621078876000,462.0,25.7,36.85,atd-airsense007,0.0,2021-05-15 11:41:16
/rabanales,0.0,3.37,airsense,1621082151000,426.0,27.06,36.41,atd-airsense004,0.0,2021-05-15 12:35:51
/rabanales,0.0,3.26,airsense,1621082656000,494.0,24.45,48.09,atd-airsense009,0.0,2021-05-15 12:44:16
/rabanales,0.0,3.35,airsense,1621083075000,431.0,27.63,34.84,atd-airsense008,0.0,2021-05-15 12:51:15
